complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
18-0120,39243776,asian,male,4500 CENTER CITY DISTRIC,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0121,83749391,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
18-0121,37000848,black,male,7401 NARC FIELD UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0121,37000848,black,male,7401 NARC FIELD UNIT,Criminal Allegation,Sustained Finding,No Guilty Findings
18-0122,37423478,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0123,73930189,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0123,73930189,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0123,16861535,latino,male,4500 CENTER CITY DISTRIC,Physical Abuse,No Sustained Findings,Not Applicable
18-0124,64526407,black,female,4921 RADIO ROOM 1,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0125,13937112,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0126,64290544,black,male,1800 18TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0126,64290544,black,male,1800 18TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0127,30683023,black,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0127,30683023,black,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0127,51476365,black,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0127,51476365,black,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0127,51476365,black,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0127,30683023,black,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0128,49969179,asian,male,6801 MOUNTED PATROL UNIT,Verbal Abuse,Sustained Finding,Guilty Finding
18-0128,49969179,asian,male,6801 MOUNTED PATROL UNIT,Verbal Abuse,Sustained Finding,Guilty Finding
18-0128,49969179,asian,male,6801 MOUNTED PATROL UNIT,Disciplinary Code Violation,Sustained Finding,Guilty Finding
18-0128,49969179,asian,male,6801 MOUNTED PATROL UNIT,Verbal Abuse,Sustained Finding,Guilty Finding
18-0129,38910066,black,male,9807 SUMMER INITIATIVE,Departmental Violation,Sustained Finding,Training/Counseling
18-0129,89453527,white,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0129,89453527,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0129,38910066,black,male,9807 SUMMER INITIATIVE,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0130,79118310,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0130,15949670,black,female,4921 RADIO ROOM 1,Departmental Violation,Sustained Finding,Training/Counseling
18-0130,66277696,black,male,0900 09TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0130,66277696,black,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0131,76315938,latino,female,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0131,14791471,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0131,23622762,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0131,76315938,latino,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0131,14791471,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0132,71848451,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0132,60319330,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0132,60319330,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0132,60319330,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0132,71848451,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0132,71848451,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0132,60319330,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0133,26171762,white,male,0600 06TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0133,26171762,white,male,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0134,14171945,black,female,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0135,15706598,latino,female,4906 CRIMINAL RECS / IDE,Lack of Service,No Sustained Findings,Not Applicable
18-0136,26539117,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0136,26539117,black,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0136,64288141,black,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0136,64288141,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0137,62034570,black,male,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0137,62034570,black,male,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0138,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
18-0138,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
18-0139,65877210,latino,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0140,81006757,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0140,81006757,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0142,10009672,white,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0142,22702829,other,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0142,22702829,other,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
18-0142,10009672,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0143,68204252,white,male,1700 17TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0143,68204252,white,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0143,99690725,white,male,1700 17TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0143,99690725,white,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0144,72439138,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0144,25162221,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0145,42237550,black,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0146,29180642,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0146,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0146,29180642,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0146,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
18-0146,90705110,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0147,95117322,black,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0148,50265123,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0149,16920415,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0149,90956079,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0149,16920415,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0149,90956079,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0149,16920415,white,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0150,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0151,92956106,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0151,92956106,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0152,74725839,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0152,42794935,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0152,74725839,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0152,42794935,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0152,74725839,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0152,42794935,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0152,74725839,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0153,70457307,black,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0154,15374948,latino,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0154,15077974,white,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0154,37075864,latino,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0155,31439706,indian,female,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0156,46193658,white,male,0900 09TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0156,51808015,white,male,0900 09TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0157,30699331,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0157,91568567,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0158,42698976,white,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0159,91568567,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0159,91568567,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0159,30699331,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0159,30699331,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0159,30699331,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0159,91568567,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0160,28303110,white,male,5900 EAST DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
18-0161,54500181,other,male,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
18-0161,20437929,black,female,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0161,86159345,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0162,19078027,black,female,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0162,42996293,white,male,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0163,15400354,white,female,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0164,85274774,black,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0164,85274774,black,female,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0165,20512773,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0165,20512773,white,male,0900 09TH DISTRICT,Falsification,No Sustained Findings,Not Applicable
18-0165,20512773,white,male,0900 09TH DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
18-0165,90801584,black,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0165,90801584,black,male,0900 09TH DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
18-0166,14611741,white,male,1500 15TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0166,55751764,latino,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0167,81664220,black,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0168,69679166,white,male,7402 STRIKE FORCE,Criminal Allegation,No Sustained Findings,Not Applicable
18-0168,69679166,white,male,7402 STRIKE FORCE,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
18-0169,56882326,white,male,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0169,56882326,white,male,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0169,56882326,white,male,0100 01ST DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
18-0169,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
18-0169,51162225,white,male,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0169,51162225,white,male,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0169,51162225,white,male,0100 01ST DISTRICT,Lack of Service,Sustained Finding,Pending
18-0170,73690721,black,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0170,16739656,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0170,16739656,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0170,73690721,black,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0170,73690721,black,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0170,73690721,black,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0171,40251428,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0171,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
18-0171,55958959,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0171,58937456,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0172,27074701,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0172,78933088,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0172,78933088,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0172,78933088,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0172,27074701,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0172,27074701,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0173,NA,NA,NA,NA,Investigation OnGoing,Pending,Pending
18-0174,15341646,white,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0175,94426385,white,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0175,63394815,latino,female,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0175,63394815,latino,female,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0175,34094621,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0175,34094621,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0175,34094621,white,male,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0175,34094621,white,male,2600 26TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0176,43919488,black,male,1800 18TH DISTRICT,Lack of Service,Sustained Finding,Pending
18-0177,41090852,white,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
18-0177,55846177,white,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
18-0178,43667661,latino,male,5400 AID,Departmental Violation,No Sustained Findings,Not Applicable
18-0178,66453821,white,male,5400 AID,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0179,62633668,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
18-0179,55717088,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
18-0180,98526346,white,male,7700 AIRPORT,Unprofessional Conduct,Sustained Finding,Training/Counseling
18-0181,95755216,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0181,15937139,black,male,9807 SUMMER INITIATIVE,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0181,15937139,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
