complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
18-0016,70436708,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
18-0016,36010705,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
18-0017,21552526,white,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0017,21552526,white,male,6600 NORTHWEST DETECTIVE,Physical Abuse,No Sustained Findings,Not Applicable
18-0017,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
18-0017,23622762,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0017,23622762,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0017,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0017,85896531,latino,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0018,14546167,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0018,75318757,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0019,35295564,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0020,95329152,latino,male,1500 15TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0020,56290609,white,male,1500 15TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0021,97020532,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0022,46192628,black,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0022,12268735,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0022,53971635,asian,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0023,55682412,latino,female,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0023,36015169,white,male,0800 08TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0024,58245660,white,male,0100 01ST DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
18-0025,55029756,black,male,7402 STRIKE FORCE,Physical Abuse,No Sustained Findings,Not Applicable
18-0025,55029756,black,male,7402 STRIKE FORCE,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0025,26342393,black,male,7402 STRIKE FORCE,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0025,26342393,black,male,7402 STRIKE FORCE,Physical Abuse,No Sustained Findings,Not Applicable
18-0026,14171945,black,female,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0027,64290544,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0027,64290544,black,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0027,64290544,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0027,64290544,black,male,1800 18TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0028,70808698,white,male,6100 SOUTH DETECTIVES,Physical Abuse,No Sustained Findings,Not Applicable
18-0029,30096971,asian,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0030,65863305,white,female,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0031,22320367,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0031,28491937,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0032,55958787,black,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0032,55958787,black,female,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0032,92283708,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0033,80691072,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0033,80691072,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0033,81070100,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0033,94790307,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0033,81070100,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0034,42606965,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0034,69034234,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0035,98912240,white,male,6400 NORTHEAST DET,Verbal Abuse,No Sustained Findings,Not Applicable
18-0035,98912240,white,male,6400 NORTHEAST DET,Physical Abuse,No Sustained Findings,Not Applicable
18-0035,98912240,white,male,6400 NORTHEAST DET,Physical Abuse,No Sustained Findings,Not Applicable
18-0035,22148706,white,male,6400 NORTHEAST DET,Physical Abuse,No Sustained Findings,Not Applicable
18-0035,22148706,white,male,6400 NORTHEAST DET,Physical Abuse,No Sustained Findings,Not Applicable
18-0035,51634981,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
18-0035,17692720,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0036,34005014,black,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0036,80774156,white,male,2200 22ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0037,86318132,white,female,6702 SPECIAL VICTIMS UNI,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0038,28928472,black,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0039,74851323,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0039,51562883,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0039,51562883,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0039,51562883,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0039,74851323,white,male,2400 24TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0040,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0040,90705110,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0040,90705110,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0040,90705110,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0040,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0040,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0041,53211690,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0041,39732152,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0041,39732152,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0041,53211690,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0042,15192129,black,male,0500 05TH DISTRICT,Verbal Abuse,Sustained Finding,Guilty Finding
18-0042,40493127,black,male,0500 05TH DISTRICT,Verbal Abuse,Sustained Finding,Guilty Finding
18-0043,NA,NA,NA,NA,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0044,84755670,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
18-0045,29439508,black,female,2500 25TH DISTRICT,Lack of Service,Sustained Finding,No Guilty Findings
18-0045,75980684,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0046,87591688,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0046,77751714,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0047,46588823,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0048,63727495,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0048,63727495,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0048,24676248,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0048,24676248,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0048,63093034,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
18-0048,63093034,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0048,63093034,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0048,65453378,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0048,65453378,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0048,65453378,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
18-0049,71257593,white,male,5602 NEIGHBORHOOD SERV U,Verbal Abuse,No Sustained Findings,Not Applicable
18-0049,71257593,white,male,5602 NEIGHBORHOOD SERV U,Physical Abuse,No Sustained Findings,Not Applicable
18-0050,77090818,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0050,33679201,latino,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0050,77090818,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0050,33679201,latino,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0050,77090818,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0050,77090818,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0051,12291738,black,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0052,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
18-0053,12268735,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0054,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0055,NA,NA,NA,NA,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0056,82689897,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0056,23599759,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0056,23599759,white,female,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0056,82689897,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0057,37761995,black,male,4902 DETENTION ROOM,Domestic,No Sustained Findings,Not Applicable
18-0058,75318757,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0058,14546167,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0059,52963983,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0060,11253187,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0060,11253187,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0060,19026357,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0060,19026357,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0061,92448331,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0062,14171945,black,female,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0062,14171945,black,female,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0062,14171945,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
18-0062,14171945,black,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0063,48543702,white,male,7401 NARC FIELD UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0063,48543702,white,male,7401 NARC FIELD UNIT,Physical Abuse,No Sustained Findings,Not Applicable
18-0063,48543702,white,male,7401 NARC FIELD UNIT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0064,64919168,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0065,15757409,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
18-0066,89916154,black,female,7401 NARC FIELD UNIT,Harassment,Sustained Finding,Guilty Finding
18-0067,82208558,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0067,82208558,white,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0068,29546796,asian,male,1800 18TH DISTRICT,Unprofessional Conduct,Sustained Finding,Guilty Finding
18-0069,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
18-0070,13362562,black,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0070,13362562,black,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0070,69117318,black,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0070,69117318,black,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0071,80680944,latino,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0071,80680944,latino,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0072,13186265,black,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0072,75318757,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0072,75318757,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0072,13186265,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0073,34346963,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0073,34346963,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0073,34346963,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0074,23729879,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0074,82967645,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0074,23729879,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0074,82967645,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0075,78396303,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0076,47720414,black,male,9844 COUNTER TERROR OPS,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0077,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
18-0078,81022893,asian,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0078,34910013,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0079,14908887,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0079,14908887,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0079,14908887,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0080,57816163,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0080,64783384,white,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0080,86402246,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0080,86402246,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Pending
18-0080,24676248,white,male,5300 HIGHWAY PATROL,Physical Abuse,Sustained Finding,Pending
18-0080,24676248,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0081,60947954,black,female,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0082,45215188,white,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0082,45215188,white,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0082,45215188,white,female,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0082,45215188,white,female,0600 06TH DISTRICT,Falsification,Sustained Finding,Guilty Finding
18-0082,45215188,white,female,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0083,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
18-0084,68927118,black,male,0100 01ST DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0084,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
18-0085,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0085,30565606,latino,female,4923 RADIO ROOM 3,Domestic,No Sustained Findings,Not Applicable
18-0085,30565606,latino,female,4923 RADIO ROOM 3,Criminal Allegation,No Sustained Findings,Not Applicable
18-0085,71471826,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0085,60379068,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0086,73174878,latino,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0087,73012315,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0087,73012315,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0088,21255380,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0089,46534578,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0089,80074121,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0089,80074121,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0089,46534578,latino,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0091,94248887,black,male,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0091,94248887,black,male,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0091,94248887,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0091,39608728,black,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0091,39608728,black,male,0500 05TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0091,39608728,black,male,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0091,39608728,black,male,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0092,42606965,black,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0092,42606965,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0092,42606965,black,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0092,69034234,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0092,69034234,black,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0093,53566343,latino,male,0300 03RD DISTRICT,Unprofessional Conduct,Sustained Finding,Training/Counseling
18-0093,53566343,latino,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0094,52344629,black,male,4500 CENTER CITY DISTRIC,Physical Abuse,No Sustained Findings,Not Applicable
18-0094,52344629,black,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
18-0094,75663797,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
18-0094,52344629,black,male,4500 CENTER CITY DISTRIC,Verbal Abuse,Sustained Finding,Pending
18-0094,52344629,black,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
18-0094,71290895,black,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
18-0095,46192628,black,male,5300 HIGHWAY PATROL,Lack of Service,No Sustained Findings,Not Applicable
18-0095,53971635,asian,male,5300 HIGHWAY PATROL,Lack of Service,No Sustained Findings,Not Applicable
18-0096,60319330,white,male,1400 14TH DISTRICT,Verbal Abuse,Sustained Finding,Training/Counseling
18-0096,60319330,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0096,60319330,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0097,68438913,black,female,7700 AIRPORT,Domestic,No Sustained Findings,Not Applicable
18-0098,46192628,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0098,53971635,asian,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0098,53971635,asian,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0098,46192628,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0099,48527566,black,female,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0099,48527566,black,female,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0100,29439508,black,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0101,49276182,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
18-0102,27161046,latino,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0102,60209981,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0102,30888158,black,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0102,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0102,51980707,black,female,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0102,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
18-0103,43082467,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0103,31156465,latino,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0104,48525506,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0104,32388479,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0105,44435674,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,84344713,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,84344713,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0105,84344713,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,84344713,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0105,84344713,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,44435674,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,44435674,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0105,44435674,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0105,44435674,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0106,97536203,black,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0106,83265821,black,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0107,29311792,black,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0108,61380884,white,male,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0108,61380884,white,male,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0109,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
18-0109,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
18-0109,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
18-0110,29770128,latino,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0110,29770128,latino,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0110,29770128,latino,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
18-0111,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0111,29180642,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0111,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0111,90705110,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0112,22560006,black,female,4922 RADIO ROOM 2,Departmental Violation,Sustained Finding,Guilty Finding
18-0112,87319948,white,male,4922 RADIO ROOM 2,Departmental Violation,No Sustained Findings,Not Applicable
18-0112,22560006,black,female,4922 RADIO ROOM 2,Disciplinary Code Violation,Sustained Finding,Guilty Finding
18-0113,90732747,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0113,86603776,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0113,90732747,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0113,43894426,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0113,86603776,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0113,43894426,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0114,50740625,black,female,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0114,75318757,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0114,75318757,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0114,75318757,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0114,75318757,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0115,84434491,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0115,84434491,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0116,63150712,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0116,25528375,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0116,63150712,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0116,63150712,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0116,63150712,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0117,NA,NA,NA,NA,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0118,22320367,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
18-0118,22320367,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0119,82731611,white,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
